tier,step,rows_in,rows_out,ts
agg,400.0,178440.0,176.0,2026/01/16-22:16:15.033
agg,401.0,178930.0,178.0,2026/01/16-22:16:15.049
agg,402.0,177830.0,176.0,2026/01/16-22:16:15.064
agg,403.0,177770.0,176.0,2026/01/16-22:16:15.080
agg,404.0,178530.0,176.0,2026/01/16-22:16:15.092
agg,405.0,178080.0,176.0,2026/01/16-22:16:16.008
agg,406.0,177580.0,176.0,2026/01/16-22:16:16.023
agg,407.0,177710.0,176.0,2026/01/16-22:16:16.038
agg,408.0,254210.0,253.0,2026/01/16-22:16:16.056
agg,409.0,259609.0,257.0,2026/01/16-22:16:16.085
agg,410.0,177350.0,176.0,2026/01/16-22:16:17.000
agg,411.0,178300.0,176.0,2026/01/16-22:16:17.015
agg,412.0,178370.0,176.0,2026/01/16-22:16:17.029
agg,413.0,178460.0,176.0,2026/01/16-22:16:17.042
agg,414.0,177700.0,176.0,2026/01/16-22:16:17.057
agg,415.0,178420.0,176.0,2026/01/16-22:16:17.070
agg,416.0,178410.0,176.0,2026/01/16-22:16:17.085
agg,417.0,178480.0,176.0,2026/01/16-22:16:17.098
agg,418.0,177730.0,176.0,2026/01/16-22:16:18.013
agg,419.0,252770.0,251.0,2026/01/16-22:16:18.034
agg,420.0,259609.0,258.0,2026/01/16-22:16:18.055
agg,421.0,177330.0,176.0,2026/01/16-22:16:18.070
agg,422.0,177500.0,176.0,2026/01/16-22:16:18.086
agg,423.0,177650.0,176.0,2026/01/16-22:16:19.001
agg,424.0,178460.0,177.0,2026/01/16-22:16:19.015
agg,425.0,178090.0,176.0,2026/01/16-22:16:19.030
agg,426.0,178460.0,177.0,2026/01/16-22:16:19.043
agg,427.0,178980.0,177.0,2026/01/16-22:16:19.059
agg,428.0,177650.0,176.0,2026/01/16-22:16:19.075
agg,429.0,177970.0,176.0,2026/01/16-22:16:19.090
agg,430.0,254380.0,252.0,2026/01/16-22:16:20.012
agg,431.0,259489.0,257.0,2026/01/16-22:16:20.038
agg,432.0,177460.0,176.0,2026/01/16-22:16:20.053
agg,433.0,178540.0,176.0,2026/01/16-22:16:20.065
agg,434.0,177940.0,176.0,2026/01/16-22:16:20.080
agg,435.0,177850.0,176.0,2026/01/16-22:16:20.095
agg,436.0,179210.0,178.0,2026/01/16-22:16:21.010
agg,437.0,177910.0,176.0,2026/01/16-22:16:21.025
agg,438.0,177800.0,176.0,2026/01/16-22:16:21.041
agg,439.0,177760.0,176.0,2026/01/16-22:16:21.056
agg,440.0,177820.0,176.0,2026/01/16-22:16:21.072
agg,441.0,252940.0,251.0,2026/01/16-22:16:21.092
agg,442.0,259880.0,258.0,2026/01/16-22:16:22.018
agg,443.0,177400.0,175.0,2026/01/16-22:16:22.033
agg,444.0,178220.0,177.0,2026/01/16-22:16:22.048
agg,445.0,178300.0,177.0,2026/01/16-22:16:22.064
agg,446.0,178710.0,177.0,2026/01/16-22:16:22.077
agg,447.0,178830.0,177.0,2026/01/16-22:16:22.090
agg,448.0,179000.0,177.0,2026/01/16-22:16:23.005
agg,449.0,177900.0,176.0,2026/01/16-22:16:23.020
agg,450.0,177930.0,176.0,2026/01/16-22:16:23.036
agg,451.0,178650.0,177.0,2026/01/16-22:16:23.050
agg,452.0,254120.0,252.0,2026/01/16-22:16:23.076
agg,453.0,259390.0,258.0,2026/01/16-22:16:24.001
agg,454.0,177580.0,176.0,2026/01/16-22:16:24.017
agg,455.0,178700.0,177.0,2026/01/16-22:16:24.029
agg,456.0,178660.0,177.0,2026/01/16-22:16:24.042
agg,457.0,177750.0,176.0,2026/01/16-22:16:24.057
agg,458.0,177900.0,176.0,2026/01/16-22:16:24.072
agg,459.0,177770.0,176.0,2026/01/16-22:16:24.087
agg,460.0,177870.0,176.0,2026/01/16-22:16:25.002
agg,461.0,177850.0,176.0,2026/01/16-22:16:25.017
agg,462.0,177930.0,177.0,2026/01/16-22:16:25.031
agg,463.0,252790.0,250.0,2026/01/16-22:16:25.057
agg,464.0,259860.0,257.0,2026/01/16-22:16:25.079
agg,465.0,943290.0,180.0,2026/01/16-22:28:45.099
agg,466.0,943740.0,180.0,2026/01/16-22:28:46.003
agg,467.0,943730.0,180.0,2026/01/16-22:28:46.018
agg,468.0,944870.0,180.0,2026/01/16-22:28:46.034
agg,469.0,943650.0,180.0,2026/01/16-22:28:46.049
agg,470.0,943860.0,180.0,2026/01/16-22:28:46.064
agg,471.0,944570.0,180.0,2026/01/16-22:28:46.076
agg,472.0,943780.0,180.0,2026/01/16-22:28:46.091
agg,473.0,943780.0,180.0,2026/01/16-22:28:47.005
agg,474.0,1396230.0,261.0,2026/01/16-22:28:47.033
agg,475.0,1398340.0,266.0,2026/01/16-22:28:47.059
agg,476.0,943310.0,180.0,2026/01/16-22:28:47.073
agg,477.0,943930.0,180.0,2026/01/16-22:28:47.088
agg,478.0,943840.0,180.0,2026/01/16-22:28:48.004
agg,479.0,943630.0,180.0,2026/01/16-22:28:48.020
agg,480.0,944450.0,180.0,2026/01/16-22:28:48.032
agg,481.0,943680.0,180.0,2026/01/16-22:28:48.048
agg,482.0,943820.0,180.0,2026/01/16-22:28:48.063
agg,483.0,943800.0,180.0,2026/01/16-22:28:48.078
agg,484.0,944400.0,180.0,2026/01/16-22:28:48.093
agg,485.0,1395530.0,259.0,2026/01/16-22:28:49.019
agg,486.0,1398910.0,266.0,2026/01/16-22:28:49.045
agg,487.0,943380.0,179.0,2026/01/16-22:28:49.060
agg,488.0,943610.0,179.0,2026/01/16-22:28:49.076
agg,489.0,943830.0,179.0,2026/01/16-22:28:49.091
agg,490.0,943880.0,180.0,2026/01/16-22:28:50.007
agg,491.0,944940.0,181.0,2026/01/16-22:28:50.023
agg,492.0,944040.0,180.0,2026/01/16-22:28:50.038
agg,493.0,943790.0,179.0,2026/01/16-22:28:50.054
agg,494.0,944520.0,181.0,2026/01/16-22:28:50.070
agg,495.0,943880.0,179.0,2026/01/16-22:28:50.085
agg,496.0,1396740.0,260.0,2026/01/16-22:28:51.005
agg,497.0,1398710.0,266.0,2026/01/16-22:28:51.026
agg,498.0,944120.0,180.0,2026/01/16-22:28:51.040
agg,499.0,943820.0,180.0,2026/01/16-22:28:51.056
agg,500.0,943660.0,180.0,2026/01/16-22:28:51.071
agg,501.0,943800.0,180.0,2026/01/16-22:28:51.087
agg,502.0,944160.0,180.0,2026/01/16-22:28:52.002
agg,503.0,944590.0,181.0,2026/01/16-22:28:52.016
agg,504.0,944960.0,182.0,2026/01/16-22:28:52.031
agg,505.0,944610.0,182.0,2026/01/16-22:28:52.044
agg,506.0,944160.0,181.0,2026/01/16-22:28:52.060
agg,507.0,1396840.0,261.0,2026/01/16-22:28:52.084
agg,508.0,1398420.0,266.0,2026/01/16-22:28:53.003
agg,509.0,943430.0,179.0,2026/01/16-22:28:53.016
agg,510.0,943610.0,180.0,2026/01/16-22:28:53.032
agg,511.0,943670.0,181.0,2026/01/16-22:28:53.048
agg,512.0,944600.0,181.0,2026/01/16-22:28:53.060
agg,513.0,943710.0,180.0,2026/01/16-22:28:53.076
agg,514.0,943670.0,180.0,2026/01/16-22:28:53.091
agg,515.0,944590.0,181.0,2026/01/16-22:28:54.003
agg,516.0,943690.0,181.0,2026/01/16-22:28:54.018
agg,517.0,943670.0,180.0,2026/01/16-22:28:54.034
agg,518.0,1396000.0,259.0,2026/01/16-22:28:54.060
agg,519.0,1398700.0,266.0,2026/01/16-22:28:54.080
agg,520.0,943600.0,180.0,2026/01/16-22:28:54.094
agg,521.0,945160.0,182.0,2026/01/16-22:28:55.010
agg,522.0,944700.0,182.0,2026/01/16-22:28:55.023
agg,523.0,944200.0,181.0,2026/01/16-22:28:55.038
agg,524.0,945080.0,182.0,2026/01/16-22:28:55.054
agg,525.0,945060.0,182.0,2026/01/16-22:28:55.070
agg,526.0,944000.0,180.0,2026/01/16-22:28:55.085
agg,527.0,943950.0,180.0,2026/01/16-22:28:55.099
agg,528.0,944420.0,181.0,2026/01/16-22:28:56.015
agg,529.0,1396270.0,260.0,2026/01/16-22:28:56.034
agg,530.0,1398030.0,265.0,2026/01/16-22:28:56.055
agg,531.0,943430.0,179.0,2026/01/16-22:28:56.068
agg,532.0,943680.0,179.0,2026/01/16-22:28:56.085
agg,533.0,943670.0,179.0,2026/01/16-22:28:57.000
agg,534.0,943830.0,179.0,2026/01/16-22:28:57.015
agg,535.0,944480.0,181.0,2026/01/16-22:28:57.029
agg,536.0,943730.0,179.0,2026/01/16-22:28:57.044
agg,537.0,944580.0,181.0,2026/01/16-22:28:57.057
agg,538.0,943770.0,179.0,2026/01/16-22:28:57.072
agg,539.0,943770.0,179.0,2026/01/16-22:28:57.088
agg,540.0,1395220.0,258.0,2026/01/16-22:28:58.009
agg,541.0,1398080.0,266.0,2026/01/16-22:28:58.029
agg,542.0,943860.0,179.0,2026/01/16-22:28:58.043
agg,543.0,943720.0,179.0,2026/01/16-22:28:58.059
agg,544.0,944240.0,180.0,2026/01/16-22:28:58.075
agg,545.0,943650.0,179.0,2026/01/16-22:28:58.089
agg,546.0,944610.0,181.0,2026/01/16-22:28:59.002
agg,547.0,943690.0,179.0,2026/01/16-22:28:59.017
agg,548.0,944090.0,179.0,2026/01/16-22:28:59.032
agg,549.0,943700.0,179.0,2026/01/16-22:28:59.047
agg,550.0,943780.0,179.0,2026/01/16-22:28:59.062
agg,551.0,1395380.0,259.0,2026/01/16-22:28:59.088
agg,552.0,1397900.0,266.0,2026/01/16-22:29:00.008
agg,553.0,943460.0,179.0,2026/01/16-22:29:00.022
agg,554.0,943680.0,180.0,2026/01/16-22:29:00.038
agg,555.0,943870.0,180.0,2026/01/16-22:29:00.052
agg,556.0,944570.0,182.0,2026/01/16-22:29:00.065
agg,557.0,943750.0,180.0,2026/01/16-22:29:00.081
agg,558.0,944670.0,182.0,2026/01/16-22:29:00.093
agg,559.0,943870.0,180.0,2026/01/16-22:29:01.008
agg,560.0,943830.0,180.0,2026/01/16-22:29:01.023
agg,561.0,943760.0,179.0,2026/01/16-22:29:01.038
agg,562.0,1396050.0,260.0,2026/01/16-22:29:01.056
agg,563.0,1398390.0,266.0,2026/01/16-22:29:01.076
agg,564.0,943510.0,179.0,2026/01/16-22:29:01.091
agg,565.0,943750.0,179.0,2026/01/16-22:29:02.007
agg,566.0,944650.0,181.0,2026/01/16-22:29:02.019
agg,567.0,943860.0,180.0,2026/01/16-22:29:02.035
agg,568.0,943810.0,180.0,2026/01/16-22:29:02.049
agg,569.0,943820.0,180.0,2026/01/16-22:29:02.064
agg,570.0,943790.0,180.0,2026/01/16-22:29:02.079
agg,571.0,944480.0,180.0,2026/01/16-22:29:02.094
agg,572.0,943740.0,180.0,2026/01/16-22:29:03.013
agg,573.0,1395860.0,260.0,2026/01/16-22:29:03.031
agg,574.0,1398050.0,266.0,2026/01/16-22:29:03.052
agg,575.0,943270.0,180.0,2026/01/16-22:29:03.066
agg,576.0,943900.0,181.0,2026/01/16-22:29:03.081
agg,577.0,944700.0,181.0,2026/01/16-22:29:03.093
agg,578.0,944560.0,181.0,2026/01/16-22:29:04.006
agg,579.0,944530.0,181.0,2026/01/16-22:29:04.019
agg,580.0,944630.0,181.0,2026/01/16-22:29:04.031
agg,581.0,944540.0,181.0,2026/01/16-22:29:04.046
agg,582.0,943830.0,181.0,2026/01/16-22:29:04.061
agg,583.0,943670.0,181.0,2026/01/16-22:29:04.076
agg,584.0,1394780.0,258.0,2026/01/16-22:29:05.001
agg,585.0,1397220.0,264.0,2026/01/16-22:29:05.028
agg,586.0,943330.0,180.0,2026/01/16-22:29:05.042
agg,587.0,943670.0,180.0,2026/01/16-22:29:05.057
agg,588.0,943880.0,181.0,2026/01/16-22:29:05.072
agg,589.0,943890.0,181.0,2026/01/16-22:29:05.087
agg,590.0,943760.0,181.0,2026/01/16-22:29:06.001
agg,591.0,944570.0,181.0,2026/01/16-22:29:06.014
agg,592.0,945010.0,181.0,2026/01/16-22:29:06.029
agg,593.0,944580.0,181.0,2026/01/16-22:29:06.041
agg,594.0,943720.0,180.0,2026/01/16-22:29:06.057
agg,595.0,1395760.0,259.0,2026/01/16-22:29:06.077
agg,596.0,1397920.0,266.0,2026/01/16-22:29:07.002
agg,597.0,944130.0,181.0,2026/01/16-22:29:07.016
agg,598.0,943780.0,179.0,2026/01/16-22:29:07.032
agg,599.0,944600.0,182.0,2026/01/16-22:29:07.044
agg,600.0,945030.0,182.0,2026/01/16-22:29:07.060
agg,601.0,944550.0,182.0,2026/01/16-22:29:07.073
agg,602.0,943680.0,179.0,2026/01/16-22:29:07.087
agg,603.0,944670.0,182.0,2026/01/16-22:29:08.000
agg,604.0,943680.0,179.0,2026/01/16-22:29:08.015
agg,605.0,943770.0,179.0,2026/01/16-22:29:08.030
agg,606.0,1394840.0,258.0,2026/01/16-22:29:08.056
agg,607.0,1397450.0,265.0,2026/01/16-22:29:08.077
agg,608.0,943090.0,179.0,2026/01/16-22:29:08.091
agg,609.0,944610.0,181.0,2026/01/16-22:29:09.006
agg,610.0,943620.0,181.0,2026/01/16-22:29:09.021
agg,611.0,944810.0,181.0,2026/01/16-22:29:09.036
agg,612.0,943570.0,180.0,2026/01/16-22:29:09.052
agg,613.0,943590.0,181.0,2026/01/16-22:29:09.067
agg,614.0,943550.0,181.0,2026/01/16-22:29:09.082
agg,615.0,943550.0,181.0,2026/01/16-22:29:09.099
agg,616.0,944510.0,181.0,2026/01/16-22:29:10.014
agg,617.0,1396360.0,260.0,2026/01/16-22:29:10.036
agg,618.0,1397790.0,265.0,2026/01/16-22:29:10.056
agg,619.0,943520.0,179.0,2026/01/16-22:29:10.071
agg,620.0,944470.0,180.0,2026/01/16-22:29:10.085
agg,621.0,943800.0,179.0,2026/01/16-22:29:11.001
agg,622.0,943780.0,179.0,2026/01/16-22:29:11.016
agg,623.0,943790.0,179.0,2026/01/16-22:29:11.032
agg,624.0,943900.0,179.0,2026/01/16-22:29:11.046
agg,625.0,944630.0,181.0,2026/01/16-22:29:11.060
agg,626.0,943710.0,179.0,2026/01/16-22:29:11.075
agg,627.0,945100.0,182.0,2026/01/16-22:29:11.091
agg,628.0,943690.0,179.0,2026/01/16-22:29:12.006
agg,629.0,944510.0,180.0,2026/01/16-22:29:12.019
agg,630.0,943760.0,179.0,2026/01/16-22:29:12.034
agg,631.0,943860.0,179.0,2026/01/16-22:29:12.049
agg,632.0,944490.0,180.0,2026/01/16-22:29:12.062
agg,633.0,944580.0,180.0,2026/01/16-22:29:12.075
agg,634.0,943690.0,179.0,2026/01/16-22:29:12.091
agg,635.0,944550.0,180.0,2026/01/16-22:29:13.004
agg,636.0,943750.0,179.0,2026/01/16-22:29:13.019
agg,637.0,945080.0,182.0,2026/01/16-22:29:13.035
agg,638.0,944540.0,180.0,2026/01/16-22:29:13.048
agg,639.0,943790.0,179.0,2026/01/16-22:29:13.064
agg,640.0,943770.0,179.0,2026/01/16-22:29:13.079
agg,641.0,944640.0,181.0,2026/01/16-22:29:13.092
agg,642.0,944950.0,182.0,2026/01/16-22:29:14.008
agg,643.0,944170.0,179.0,2026/01/16-22:29:14.022
agg,644.0,943770.0,179.0,2026/01/16-22:29:14.038
agg,645.0,943890.0,179.0,2026/01/16-22:29:14.053
agg,646.0,944560.0,180.0,2026/01/16-22:29:14.066
agg,647.0,944580.0,180.0,2026/01/16-22:29:14.079
agg,648.0,944200.0,179.0,2026/01/16-22:29:14.093
agg,649.0,944050.0,179.0,2026/01/16-22:29:15.009
agg,650.0,943960.0,179.0,2026/01/16-22:29:15.025
agg,651.0,944040.0,179.0,2026/01/16-22:29:15.041
agg,652.0,945150.0,182.0,2026/01/16-22:29:15.056
agg,653.0,944940.0,182.0,2026/01/16-22:29:15.071
agg,654.0,944020.0,179.0,2026/01/16-22:29:15.087
agg,655.0,945050.0,182.0,2026/01/16-22:29:16.003
agg,656.0,944220.0,180.0,2026/01/16-22:29:16.023
ctl,-1.0,0.0,0.0,2026/01/16-22:07:06.025
ctl,0.0,0.0,0.0,2026/01/16-22:09:16.050
ctl,1.0,0.0,0.0,2026/01/16-22:09:16.062
ctl,2.0,0.0,0.0,2026/01/16-22:09:16.074
ctl,3.0,0.0,0.0,2026/01/16-22:09:16.088
ctl,4.0,0.0,0.0,2026/01/16-22:09:17.000
ctl,5.0,0.0,0.0,2026/01/16-22:09:17.015
ctl,6.0,0.0,0.0,2026/01/16-22:09:17.032
ctl,7.0,0.0,0.0,2026/01/16-22:09:17.046
ctl,8.0,0.0,0.0,2026/01/16-22:09:17.062
ctl,9.0,0.0,0.0,2026/01/16-22:09:17.076
ctl,10.0,0.0,0.0,2026/01/16-22:09:17.093
ctl,11.0,0.0,0.0,2026/01/16-22:09:18.009
ctl,12.0,0.0,0.0,2026/01/16-22:09:18.023
ctl,13.0,0.0,0.0,2026/01/16-22:09:18.044
ctl,14.0,0.0,0.0,2026/01/16-22:09:18.057
ctl,15.0,0.0,0.0,2026/01/16-22:09:18.073
ctl,16.0,0.0,0.0,2026/01/16-22:09:18.089
ctl,17.0,0.0,0.0,2026/01/16-22:09:19.006
ctl,18.0,0.0,0.0,2026/01/16-22:09:19.021
ctl,19.0,0.0,0.0,2026/01/16-22:09:19.038
ctl,20.0,0.0,0.0,2026/01/16-22:09:19.052
ctl,21.0,0.0,0.0,2026/01/16-22:09:19.067
ctl,22.0,0.0,0.0,2026/01/16-22:09:19.084
ctl,23.0,0.0,0.0,2026/01/16-22:09:20.006
ctl,24.0,0.0,0.0,2026/01/16-22:09:20.028
ctl,25.0,0.0,0.0,2026/01/16-22:09:20.040
ctl,26.0,0.0,0.0,2026/01/16-22:09:20.054
ctl,27.0,0.0,0.0,2026/01/16-22:09:20.065
ctl,28.0,0.0,0.0,2026/01/16-22:09:20.079
ctl,29.0,0.0,0.0,2026/01/16-22:09:20.093
ctl,30.0,0.0,0.0,2026/01/16-22:09:21.015
ctl,31.0,0.0,0.0,2026/01/16-22:09:21.025
ctl,32.0,0.0,0.0,2026/01/16-22:09:21.040
ctl,33.0,176730.0,45.0,2026/01/16-22:10:05.085
ctl,34.0,483170.0,125.0,2026/01/16-22:10:06.011
ctl,35.0,492480.0,127.0,2026/01/16-22:10:06.034
ctl,36.0,220300.0,56.0,2026/01/16-22:10:06.045
ctl,37.0,176740.0,45.0,2026/01/16-22:10:06.060
ctl,38.0,176740.0,45.0,2026/01/16-22:10:06.075
ctl,39.0,176740.0,45.0,2026/01/16-22:10:06.091
ctl,40.0,176740.0,45.0,2026/01/16-22:10:07.006
ctl,41.0,176740.0,45.0,2026/01/16-22:10:07.021
ctl,42.0,176740.0,45.0,2026/01/16-22:10:07.036
ctl,43.0,176740.0,45.0,2026/01/16-22:10:07.051
ctl,44.0,176740.0,45.0,2026/01/16-22:10:07.067
ctl,45.0,485510.0,125.0,2026/01/16-22:10:07.094
ctl,46.0,490110.0,127.0,2026/01/16-22:10:08.017
ctl,47.0,219840.0,56.0,2026/01/16-22:10:08.028
ctl,48.0,176730.0,45.0,2026/01/16-22:10:08.043
ctl,49.0,176730.0,45.0,2026/01/16-22:10:08.057
ctl,50.0,176730.0,45.0,2026/01/16-22:10:08.072
ctl,51.0,176730.0,45.0,2026/01/16-22:10:08.088
ctl,52.0,176730.0,45.0,2026/01/16-22:10:09.003
ctl,53.0,176730.0,45.0,2026/01/16-22:10:09.018
ctl,54.0,176730.0,45.0,2026/01/16-22:10:09.034
ctl,55.0,176730.0,45.0,2026/01/16-22:10:09.049
ctl,56.0,482250.0,125.0,2026/01/16-22:10:09.080
ctl,57.0,491350.0,127.0,2026/01/16-22:10:10.008
ctl,58.0,220120.0,56.0,2026/01/16-22:10:10.021
ctl,59.0,176730.0,45.0,2026/01/16-22:10:10.036
ctl,60.0,176730.0,45.0,2026/01/16-22:10:10.052
ctl,61.0,176730.0,45.0,2026/01/16-22:10:10.067
ctl,62.0,176730.0,45.0,2026/01/16-22:10:10.083
ctl,63.0,176730.0,45.0,2026/01/16-22:10:10.099
ctl,64.0,176730.0,45.0,2026/01/16-22:10:11.014
ctl,65.0,176730.0,45.0,2026/01/16-22:10:11.030
ctl,66.0,176730.0,45.0,2026/01/16-22:10:11.046
ctl,67.0,483160.0,125.0,2026/01/16-22:10:11.073
ctl,68.0,489440.0,127.0,2026/01/16-22:10:12.003
ctl,69.0,219770.0,56.0,2026/01/16-22:10:12.017
ctl,70.0,176730.0,45.0,2026/01/16-22:10:12.033
ctl,71.0,176730.0,45.0,2026/01/16-22:10:12.049
ctl,72.0,176730.0,45.0,2026/01/16-22:10:12.065
ctl,73.0,176730.0,45.0,2026/01/16-22:10:12.082
ctl,74.0,176730.0,45.0,2026/01/16-22:10:12.098
ctl,75.0,176730.0,45.0,2026/01/16-22:10:13.014
ctl,76.0,176730.0,45.0,2026/01/16-22:10:13.029
ctl,77.0,176730.0,45.0,2026/01/16-22:10:13.045
ctl,78.0,481360.0,125.0,2026/01/16-22:10:13.076
ctl,79.0,485230.0,127.0,2026/01/16-22:10:14.002
ctl,80.0,219080.0,56.0,2026/01/16-22:10:14.018
ctl,81.0,176720.0,45.0,2026/01/16-22:10:14.030
ctl,82.0,176720.0,45.0,2026/01/16-22:10:14.046
ctl,83.0,20480.0,5.0,2026/01/16-22:13:20.094
ctl,84.0,20480.0,5.0,2026/01/16-22:13:21.005
ctl,85.0,20480.0,5.0,2026/01/16-22:13:21.020
ctl,86.0,20480.0,5.0,2026/01/16-22:13:21.033
ctl,87.0,20480.0,5.0,2026/01/16-22:13:21.046
ctl,88.0,20480.0,5.0,2026/01/16-22:13:21.058
ctl,89.0,28670.0,7.0,2026/01/16-22:13:21.081
ctl,90.0,32770.0,8.0,2026/01/16-22:13:22.005
ctl,91.0,20480.0,5.0,2026/01/16-22:13:22.019
ctl,92.0,20480.0,5.0,2026/01/16-22:13:22.031
ctl,93.0,20480.0,5.0,2026/01/16-22:13:22.045
ctl,94.0,20480.0,5.0,2026/01/16-22:13:22.060
ctl,95.0,20480.0,5.0,2026/01/16-22:13:22.072
ctl,96.0,20480.0,5.0,2026/01/16-22:13:22.086
ctl,97.0,20480.0,5.0,2026/01/16-22:13:23.001
ctl,98.0,20480.0,5.0,2026/01/16-22:13:23.013
ctl,99.0,20480.0,5.0,2026/01/16-22:13:23.028
ctl,100.0,28670.0,7.0,2026/01/16-22:13:23.053
ctl,101.0,32770.0,8.0,2026/01/16-22:13:23.077
ctl,102.0,20480.0,5.0,2026/01/16-22:13:23.092
ctl,103.0,20480.0,5.0,2026/01/16-22:13:24.005
ctl,104.0,20480.0,5.0,2026/01/16-22:13:24.019
ctl,105.0,20480.0,5.0,2026/01/16-22:13:24.035
ctl,106.0,20480.0,5.0,2026/01/16-22:13:24.049
ctl,107.0,20480.0,5.0,2026/01/16-22:13:24.064
ctl,108.0,20480.0,5.0,2026/01/16-22:13:24.078
ctl,109.0,20480.0,5.0,2026/01/16-22:13:24.093
ctl,110.0,20480.0,5.0,2026/01/16-22:13:25.008
ctl,111.0,28670.0,7.0,2026/01/16-22:13:25.034
ctl,112.0,32770.0,8.0,2026/01/16-22:13:25.056
ctl,113.0,20480.0,5.0,2026/01/16-22:13:25.071
ctl,114.0,20480.0,5.0,2026/01/16-22:13:25.083
ctl,115.0,20480.0,5.0,2026/01/16-22:13:25.098
ctl,116.0,20480.0,5.0,2026/01/16-22:13:26.013
ctl,117.0,20480.0,5.0,2026/01/16-22:13:26.027
ctl,118.0,20480.0,5.0,2026/01/16-22:13:26.041
ctl,119.0,20480.0,5.0,2026/01/16-22:13:26.056
ctl,120.0,20480.0,5.0,2026/01/16-22:13:26.070
ctl,121.0,20480.0,5.0,2026/01/16-22:13:26.085
ctl,122.0,28670.0,7.0,2026/01/16-22:13:27.007
ctl,123.0,32770.0,8.0,2026/01/16-22:13:27.033
ctl,124.0,20480.0,5.0,2026/01/16-22:13:27.047
ctl,125.0,20480.0,5.0,2026/01/16-22:13:27.062
ctl,126.0,20480.0,5.0,2026/01/16-22:13:27.077
ctl,127.0,20480.0,5.0,2026/01/16-22:13:27.090
ctl,128.0,20480.0,5.0,2026/01/16-22:13:28.002
ctl,129.0,20480.0,5.0,2026/01/16-22:13:28.015
ctl,130.0,20480.0,5.0,2026/01/16-22:13:28.029
ctl,131.0,20480.0,5.0,2026/01/16-22:13:28.044
ctl,132.0,20480.0,5.0,2026/01/16-22:13:28.057
ctl,133.0,28670.0,7.0,2026/01/16-22:13:28.081
ctl,134.0,32770.0,8.0,2026/01/16-22:13:29.002
ctl,135.0,20480.0,5.0,2026/01/16-22:13:29.014
ctl,136.0,20480.0,5.0,2026/01/16-22:13:29.028
ctl,137.0,20480.0,5.0,2026/01/16-22:13:29.043
ctl,138.0,20480.0,5.0,2026/01/16-22:13:29.054
